total_ride_count,total_distance,total_duration,total_earnings,perday_ridecount_var,perday_ridecount_mean,accept_response_time_mean,accept_response_time_var,arrival_time_mean,arrival_time_var,wait_time_mean,wait_time_var,speed_mean,speed_var,long_ride,med_ride,short_ride,evening_ride,morning_ride,night_ride,cluster
49,448413,44641,755.3823262833332,2.3401709401709403,0.5384615384615384,8.571428571428571,89.04166666666667,235.9591836734694,28064.998299319734,-3.0816326530612246,28064.998299319734,31.20987570431142,28064.998299319734,7.0,10.0,32.0,19.0,4.0,26.0,0
50,442625,47306,760.3483047625,1.8725274725274719,0.5494505494505495,10.44,265.6391836734694,376.38,47978.89346938779,4.96,47978.89346938779,27.206268166458884,47978.89346938779,5.0,9.0,36.0,23.0,26.0,1.0,0
42,226690,37769,519.2405237125,4.47350427350428,0.46153846153846156,7.238095238095238,298.47851335656213,199.78571428571428,28549.73344947735,1.7380952380952381,28549.73344947735,20.15167158947952,28549.73344947735,1.0,6.0,35.0,23.0,8.0,11.0,0
53,447542,42259,763.7121187791668,2.3347985347985354,0.5824175824175825,15.90566037735849,879.8947750362843,310.1320754716981,42518.88606676343,6.622641509433962,42518.88606676343,32.732992016484275,42518.88606676343,6.0,7.0,40.0,22.0,20.0,11.0,0
51,530863,43425,814.4616399708331,2.649084249084252,0.5604395604395604,9.549019607843137,63.85254901960782,385.921568627451,71677.07372549019,5.9411764705882355,71677.07372549019,33.66912782460231,71677.07372549019,4.0,12.0,35.0,10.0,40.0,1.0,0
27,164370,20282,307.8200409333333,3.0998778998779017,0.2967032967032967,9.555555555555555,29.02564102564103,263.48148148148147,38031.02849002849,8.814814814814815,38031.02849002849,26.490134629104006,38031.02849002849,1.0,5.0,21.0,5.0,21.0,1.0,0
39,308786,36774,567.5658521791668,1.3365079365079369,0.42857142857142855,11.846153846153847,93.44939271255062,220.66666666666666,17156.17543859649,8.025641025641026,17156.17543859649,26.882369322143784,17156.17543859649,5.0,8.0,26.0,4.0,27.0,8.0,0
27,240976,28524,378.7972573166666,0.7665445665445674,0.2967032967032967,8.592592592592593,76.17378917378916,314.962962962963,29960.421652421654,12.11111111111111,29960.421652421654,26.67621094160864,29960.421652421654,3.0,7.0,17.0,11.0,15.0,1.0,0
45,405315,39286,630.8965096083336,2.34163614163614,0.4945054945054945,12.022222222222222,214.7494949494949,330.5111111111111,36883.89191919192,2.488888888888889,36883.89191919192,33.64733233975215,36883.89191919192,4.0,11.0,30.0,22.0,22.0,1.0,0
35,130558,23900,390.88718701666664,0.7726495726495725,0.38461538461538464,11.914285714285715,131.78655462184872,286.14285714285717,37512.53781512606,2.6285714285714286,37512.53781512606,18.87303984749348,37512.53781512606,0.0,2.0,33.0,20.0,15.0,0.0,0
31,194868,25626,368.4537438375,1.2493284493284496,0.34065934065934067,8.806451612903226,99.29462365591395,189.29032258064515,20024.279569892467,3.5483870967741935,20024.279569892467,24.938065860533108,20024.279569892467,1.0,8.0,22.0,6.0,12.0,13.0,0
47,244172,41315,622.6396304125001,5.141391941391944,0.5164835164835165,9.595744680851064,46.24606845513413,228.87234042553192,15494.765957446814,1.9148936170212767,15494.765957446814,19.36188129125558,15494.765957446814,2.0,4.0,41.0,26.0,20.0,1.0,0
63,719091,57750,994.7045903999998,2.5931623931623977,0.6923076923076923,19.53968253968254,4754.2201740911405,659.3174603174604,113109.76856118788,2.6984126984126986,113109.76856118788,37.82957816797923,113109.76856118788,9.0,18.0,36.0,18.0,42.0,3.0,0
49,268279,37537,539.0238730583333,4.4957264957265135,0.5384615384615384,7.653061224489796,50.31462585034014,172.0408163265306,12198.20663265306,2.326530612244898,12198.20663265306,22.822045787725237,12198.20663265306,2.0,9.0,38.0,32.0,9.0,8.0,0
40,313838,37800,558.9350801375,2.137973137973142,0.43956043956043955,19.475,1529.2814102564105,304.85,36170.48974358976,15.0,36170.48974358976,25.646340582524537,36170.48974358976,2.0,9.0,29.0,12.0,28.0,0.0,0
37,189922,35826,478.27835579583336,3.243956043956026,0.4065934065934066,8.594594594594595,99.91441441441444,183.13513513513513,11139.953453453454,2.324324324324324,11139.953453453454,18.146844314441577,11139.953453453454,1.0,4.0,32.0,15.0,22.0,0.0,0
51,699277,54378,902.0366865000002,1.826862026862029,0.5604395604395604,12.980392156862745,191.41960784313727,506.62745098039215,93918.87843137259,-5.313725490196078,93918.87843137259,38.37074708231624,93918.87843137259,9.0,14.0,28.0,15.0,33.0,3.0,0
39,234603,37475,539.6175661375001,2.580952380952375,0.42857142857142855,8.205128205128204,129.90418353576246,206.74358974358975,9878.300944669367,1.9487179487179487,9878.300944669367,20.39207549241449,9878.300944669367,2.0,2.0,35.0,10.0,29.0,0.0,0
36,287662,39766,499.2272647625,4.197313797313784,0.3956043956043956,6.138888888888889,28.40873015873016,204.13888888888889,18924.923015873017,2.111111111111111,18924.923015873017,21.962632120673604,18924.923015873017,4.0,4.0,28.0,13.0,23.0,0.0,0
49,330380,38958,671.0346129625,3.273504273504284,0.5384615384615384,10.061224489795919,474.8086734693877,308.2244897959184,43652.26105442176,-14.63265306122449,43652.26105442176,26.89962792245638,43652.26105442176,5.0,4.0,40.0,17.0,15.0,17.0,0
44,476609,36295,668.4731923125,4.541391941391935,0.4835164835164835,26.454545454545453,2961.6955602536996,491.1363636363636,73949.23678646937,6.590909090909091,73949.23678646937,39.757565821863935,73949.23678646937,4.0,15.0,25.0,26.0,8.0,10.0,0
39,223073,27940,415.4979014333333,1.2253968253968257,0.42857142857142855,14.717948717948717,379.5762483130904,393.4871794871795,53170.94062078272,1.9230769230769231,53170.94062078272,25.548136900587362,53170.94062078272,2.0,8.0,29.0,13.0,26.0,0.0,0
50,450493,38855,793.6261455541668,1.9169719169719204,0.5494505494505495,9.08,45.2995918367347,383.34,28747.29020408164,2.5,28747.29020408164,37.889124975095726,28747.29020408164,5.0,18.0,27.0,22.0,18.0,10.0,0
48,232750,38648,532.6641569,3.2520146520146573,0.5274725274725275,10.416666666666666,141.14184397163123,100.08333333333333,6709.950354609929,3.3333333333333335,6709.950354609929,19.98501261780249,6709.950354609929,1.0,6.0,41.0,43.0,0.0,5.0,0
50,329133,47468,645.6582302416667,3.250305250305259,0.5494505494505495,13.0,2949.102040816326,143.78,9754.868979591836,2.34,9754.868979591836,21.721821879559034,9754.868979591836,5.0,4.0,41.0,26.0,20.0,4.0,0
28,222239,25710,415.79064567083344,1.3042735042735056,0.3076923076923077,6.785714285714286,23.359788359788354,207.5,13879.22222222222,2.0714285714285716,13879.22222222222,27.582375570802316,13879.22222222222,4.0,3.0,21.0,18.0,2.0,8.0,0
52,499888,48280,747.5038910374998,1.3142857142857132,0.5714285714285714,29.076923076923077,12289.562594268471,417.9807692307692,49304.881975867254,6.153846153846154,49304.881975867254,33.52731563942593,49304.881975867254,8.0,12.0,32.0,18.0,34.0,0.0,0
31,191647,24040,393.17057738749986,2.8937728937728844,0.34065934065934067,8.096774193548388,38.8236559139785,282.0,11121.200000000003,2.774193548387097,11121.200000000003,27.02438564477683,11121.200000000003,2.0,3.0,26.0,17.0,3.0,11.0,0
31,204452,26039,394.488333425,2.2271062271062267,0.34065934065934067,11.064516129032258,173.79569892473117,184.41935483870967,15577.384946236562,2.032258064516129,15577.384946236562,24.73400058110663,15577.384946236562,2.0,7.0,22.0,20.0,7.0,4.0,0
55,477194,41631,921.6436286333336,3.0862026862026912,0.6043956043956044,10.672727272727272,306.9279461279461,246.29090909090908,33468.802693602694,3.418181818181818,33468.802693602694,30.91830999375717,33468.802693602694,7.0,6.0,42.0,16.0,0.0,39.0,0
178,896423,146156,2185.0843190916653,14.486935286935282,1.956043956043956,10.612359550561798,517.0070780168852,264.55056179775283,49971.435282168466,9.325842696629213,49971.435282168466,20.48786793668079,49971.435282168466,3.0,25.0,150.0,128.0,12.0,38.0,0
37,585984,35291,753.0396050625,0.8884004884004892,0.4065934065934066,10.864864864864865,44.731231231231234,451.7567567567568,99726.07807807806,-21.64864864864865,99726.07807807806,49.689931035792824,99726.07807807806,6.0,19.0,12.0,17.0,1.0,19.0,0
34,204830,32075,430.37991865000004,2.325518925518918,0.37362637362637363,12.941176470588236,136.96613190730835,251.58823529411765,24811.098039215693,7.0,24811.098039215693,20.333552336920967,24811.098039215693,2.0,3.0,29.0,4.0,30.0,0.0,0
171,995531,132248,2062.515709712499,13.107448107448107,1.879120879120879,10.836257309941521,265.5259717922255,185.4795321637427,26741.12163742689,2.245614035087719,26741.12163742689,23.92726037679786,26741.12163742689,9.0,25.0,137.0,71.0,3.0,97.0,0
33,246763,29440,485.45558907916666,1.967032967032969,0.3626373626373626,8.545454545454545,51.69318181818181,286.1212121212121,31961.734848484844,-11.121212121212121,31961.734848484844,27.58166666573719,31961.734848484844,2.0,9.0,22.0,2.0,31.0,0.0,0
22,119580,20036,255.40454223333327,2.6520146520146475,0.24175824175824176,10.636363636363637,57.19480519480519,132.77272727272728,12657.707792207793,2.227272727272727,12657.707792207793,19.01375660644738,12657.707792207793,1.0,2.0,19.0,13.0,7.0,2.0,0
39,284227,28616,530.5364555125,2.3365079365079344,0.42857142857142855,8.128205128205128,18.114709851551957,381.4102564102564,79673.56410256408,0.7435897435897436,79673.56410256408,31.376868663588574,79673.56410256408,3.0,8.0,28.0,21.0,9.0,9.0,0
62,646462,57779,1115.1606728000004,2.4417582417582415,0.6813186813186813,8.112903225806452,123.83950290851402,413.03225806451616,37854.818614489704,2.8548387096774195,37854.818614489704,35.00922969633053,37854.818614489704,8.0,20.0,34.0,14.0,48.0,0.0,0
51,350961,42562,633.4755917541668,4.62686202686203,0.5604395604395604,7.0588235294117645,65.89647058823529,392.0,128762.6,1.803921568627451,128762.6,25.263780429441823,128762.6,2.0,8.0,41.0,15.0,30.0,6.0,0
43,260593,36372,516.7315851666667,2.163125763125768,0.4725274725274725,17.953488372093023,4089.7120708748607,263.09302325581393,32430.65780730897,2.0930232558139537,32430.65780730897,21.918504409053696,32430.65780730897,3.0,3.0,37.0,0.0,41.0,2.0,0
59,552174,52071,862.5945866125002,4.0527472527472685,0.6483516483516484,11.525423728813559,231.8398597311514,350.59322033898303,43721.4178842782,1.0,43721.4178842782,29.46359800171252,43721.4178842782,6.0,5.0,48.0,35.0,12.0,12.0,0
28,183790,26865,456.34119756249993,1.7042735042735058,0.3076923076923077,11.178571428571429,311.41137566137553,347.2857142857143,61015.693121693126,4.071428571428571,61015.693121693126,21.957620101160586,61015.693121693126,2.0,5.0,21.0,19.0,9.0,0.0,0
31,212648,34477,462.12906777083344,2.6937728937728935,0.34065934065934067,34.806451612903224,18346.76129032258,409.35483870967744,93921.43655913978,2.2580645161290325,93921.43655913978,20.74476820550161,93921.43655913978,2.0,4.0,25.0,20.0,8.0,3.0,0
29,250280,24394,411.08113426666665,1.9528693528693464,0.31868131868131866,11.310344827586206,85.65024630541872,211.24137931034483,8269.689655172413,2.1379310344827585,8269.689655172413,30.611205739266612,8269.689655172413,3.0,5.0,21.0,11.0,11.0,7.0,0
53,509151,48976,755.0683239708331,2.7570207570207583,0.5824175824175825,11.245283018867925,113.49637155297532,501.22641509433964,96585.3708272859,2.339622641509434,96585.3708272859,34.04369665865452,96585.3708272859,6.0,15.0,32.0,34.0,19.0,0.0,0
16,141065,16306,258.19287635000006,0.34652014652014607,0.17582417582417584,13.75,155.0,409.0625,68820.32916666665,3.0625,68820.32916666665,30.17025786834063,68820.32916666665,3.0,1.0,12.0,4.0,10.0,2.0,0
142,880231,122170,1740.4798209458331,4.449084249084248,1.5604395604395604,14.774647887323944,1399.8353810808114,275.9788732394366,28783.93572070723,9.654929577464788,28783.93572070723,22.106814106561437,28783.93572070723,9.0,20.0,113.0,62.0,58.0,22.0,0
35,234085,30828,421.7129708583332,6.928205128205093,0.38461538461538464,8.4,202.07058823529417,259.8,22283.047058823522,2.8857142857142857,22283.047058823522,22.91102432880406,22283.047058823522,5.0,2.0,28.0,13.0,22.0,0.0,0
40,257689,31629,498.69525773333334,1.204639804639803,0.43956043956043955,14.4,301.5282051282051,368.25,77287.47435897436,3.3,77287.47435897436,27.75473125244174,77287.47435897436,2.0,11.0,27.0,20.0,20.0,0.0,0
44,272554,39572,553.3453306166666,4.408058608058596,0.4835164835164835,15.909090909090908,890.0380549682872,253.3409090909091,31988.36945031713,1.75,31988.36945031713,22.82092954492139,31988.36945031713,3.0,5.0,36.0,11.0,31.0,2.0,0
44,385243,36501,626.0430262666666,3.6747252747252777,0.4835164835164835,16.227272727272727,1282.505285412262,368.45454545454544,66874.3467230444,2.9545454545454546,66874.3467230444,32.302381915603625,66874.3467230444,6.0,8.0,30.0,9.0,17.0,18.0,0
19,117432,14582,222.10817430416662,0.8781440781440749,0.2087912087912088,9.31578947368421,31.33918128654971,382.57894736842104,32206.923976608185,4.421052631578948,32206.923976608185,24.388162923639012,32206.923976608185,1.0,2.0,16.0,9.0,6.0,4.0,0
63,746645,66166,1534.158432516667,2.415384615384617,0.6923076923076923,14.666666666666666,357.22580645161287,374.41269841269843,77711.40757808497,0.746031746031746,77711.40757808497,32.36523936976709,77711.40757808497,6.0,18.0,39.0,25.0,2.0,36.0,0
34,235442,27387,396.91920155,2.1699633699633645,0.37362637362637363,16.323529411764707,319.861853832442,372.11764705882354,56396.22816399286,1.588235294117647,56396.22816399286,28.195252861601116,56396.22816399286,0.0,12.0,22.0,14.0,15.0,5.0,0
28,162559,29180,410.7232607458334,0.7264957264957255,0.3076923076923077,10.857142857142858,62.2010582010582,346.89285714285717,39626.9880952381,-7.357142857142857,39626.9880952381,19.486415608104103,39626.9880952381,1.0,4.0,23.0,9.0,19.0,0.0,0
37,189219,27245,409.20277615416666,1.6661782661782683,0.4065934065934066,11.64864864864865,284.1231231231231,262.7027027027027,18685.325825825825,2.5675675675675675,18685.325825825825,22.898879034169887,18685.325825825825,1.0,5.0,31.0,15.0,9.0,13.0,0
29,289139,27665,503.1964211583333,1.1084249084249103,0.31868131868131866,18.93103448275862,1872.4950738916257,292.48275862068965,31055.18719211824,1.4137931034482758,31055.18719211824,30.527641199025297,31055.18719211824,6.0,2.0,21.0,15.0,6.0,8.0,0
39,240504,34772,457.5172677208334,1.6253968253968187,0.42857142857142855,6.384615384615385,31.295546558704455,245.6153846153846,23747.24291497975,2.948717948717949,23747.24291497975,23.66591289384093,23747.24291497975,2.0,8.0,29.0,19.0,18.0,2.0,0
23,146423,18926,296.23644257916663,1.0576312576312543,0.25274725274725274,8.652173913043478,107.4189723320158,349.9130434782609,11715.4466403162,0.30434782608695654,11715.4466403162,26.561705711228136,11715.4466403162,0.0,6.0,17.0,5.0,18.0,0.0,0
73,542538,54179,1003.2170402166666,4.627106227106235,0.8021978021978022,13.753424657534246,1118.9939117199392,343.1917808219178,110248.8238203957,4.438356164383562,110248.8238203957,33.858871590530576,110248.8238203957,3.0,22.0,48.0,16.0,24.0,33.0,0
38,198799,28843,447.0161804958333,2.357020757020763,0.4175824175824176,19.026315789473685,2406.8371266002846,181.1578947368421,4837.812233285918,1.9736842105263157,4837.812233285918,23.098146532492354,4837.812233285918,1.0,4.0,33.0,33.0,0.0,5.0,0
40,282442,29785,493.9391241416668,1.8713064713064764,0.43956043956043955,26.325,6971.19935897436,306.65,37601.92564102564,2.2,37601.92564102564,28.667120403324986,37601.92564102564,3.0,7.0,30.0,22.0,10.0,8.0,0
3,9895,1712,25.6870869,0.0322344322344321,0.03296703296703297,13.0,223.0,275.3333333333333,22254.333333333336,3.6666666666666665,22254.333333333336,14.337708553795538,22254.333333333336,0.0,0.0,3.0,3.0,0.0,0.0,0
56,419832,47459,714.9866387583332,4.12820512820514,0.6153846153846154,7.553571428571429,63.23344155844157,260.3818181818182,28328.35151515152,-2.1454545454545455,28328.35151515152,27.639781403606104,28328.35151515152,5.0,10.0,41.0,12.0,44.0,0.0,0
83,805526,72387,1196.0441416583333,5.369963369963374,0.9120879120879121,10.25301204819277,378.6547164266824,421.31325301204816,80490.77872465471,-16.03614457831325,80490.77872465471,37.60133832472299,80490.77872465471,11.0,28.0,44.0,26.0,43.0,14.0,0
39,332667,32370,543.0452480125001,3.558730158730166,0.42857142857142855,8.897435897435898,114.30499325236168,259.1025641025641,20829.41025641026,-6.17948717948718,20829.41025641026,30.94158689673266,20829.41025641026,5.0,5.0,29.0,25.0,10.0,4.0,0
183,982556,175036,2429.349712316666,5.21098901098901,2.010989010989011,10.295081967213115,276.2421185372002,230.66120218579235,30067.36810184351,0.16393442622950818,30067.36810184351,18.83964622493976,30067.36810184351,7.0,17.0,159.0,160.0,17.0,6.0,0
36,174352,26131,360.33263851666663,3.9973137973137844,0.3956043956043956,7.138888888888889,94.58015873015877,248.86111111111111,12037.094444444445,3.0,12037.094444444445,22.375827565387098,12037.094444444445,2.0,2.0,32.0,1.0,35.0,0.0,0
47,345443,42568,697.5795196999999,3.052503052503057,0.5164835164835165,13.72340425531915,464.6827012025903,313.29787234042556,85346.86586493989,2.25531914893617,85346.86586493989,26.476893735525152,85346.86586493989,5.0,6.0,36.0,20.0,22.0,5.0,0
3,24072,1751,36.056519729166666,0.05445665445665446,0.03296703296703297,19.0,547.0,186.66666666666666,22597.333333333332,23.0,22597.333333333332,39.63347643179482,22597.333333333332,0.0,1.0,2.0,0.0,3.0,0.0,0
43,493463,34600,669.5115399708334,0.8964590964590957,0.4725274725274725,15.790697674418604,364.16943521594686,285.0232558139535,27754.785160575855,3.7906976744186047,27754.785160575855,41.83855598621306,27754.785160575855,9.0,8.0,26.0,33.0,0.0,10.0,0
29,239936,23353,447.52255832916643,1.9084249084249076,0.31868131868131866,12.310344827586206,297.3645320197044,322.48275862068965,35929.6157635468,29.517241379310345,35929.6157635468,31.446215969413366,35929.6157635468,4.0,6.0,19.0,23.0,0.0,6.0,0
47,210504,32183,482.8687004791666,5.141391941391951,0.5164835164835165,11.574468085106384,162.81498612395927,257.0851063829787,21933.51433857539,2.3404255319148937,21933.51433857539,22.97400065850264,21933.51433857539,1.0,5.0,41.0,17.0,16.0,14.0,0
33,175714,25518,360.40608425833324,2.811477411477419,0.3626373626373626,7.03030303030303,41.34280303030303,133.75757575757575,5646.439393939393,1.9696969696969697,5646.439393939393,20.656454125243012,5646.439393939393,1.0,1.0,31.0,12.0,8.0,13.0,0
35,327165,31707,544.7976498124999,1.972649572649568,0.38461538461538464,10.82857142857143,132.67563025210083,361.42857142857144,42655.0168067227,-4.9714285714285715,42655.0168067227,32.59395481670941,42655.0168067227,5.0,11.0,19.0,2.0,30.0,3.0,0
54,451231,42522,715.9510885291666,3.977289377289371,0.5934065934065934,12.666666666666666,601.2075471698113,317.31481481481484,50935.84241788958,3.611111111111111,50935.84241788958,30.572347511725585,50935.84241788958,6.0,10.0,38.0,18.0,25.0,11.0,0
42,190570,30228,453.48841131666666,2.4735042735042803,0.46153846153846156,10.333333333333334,165.15447154471542,230.57142857142858,27213.71428571428,3.642857142857143,27213.71428571428,21.602338718743514,27213.71428571428,0.0,5.0,37.0,21.0,0.0,21.0,0
53,465611,38178,749.0105490583335,2.512576312576314,0.5824175824175825,14.924528301886792,454.3788098693757,378.9056603773585,88683.9716981132,1.7169811320754718,88683.9716981132,39.18188572407941,88683.9716981132,4.0,18.0,31.0,14.0,6.0,33.0,0
56,417265,57980,875.958448975,2.8393162393162354,0.6153846153846154,11.142857142857142,163.2519480519481,233.14285714285714,33354.306493506505,7.25,33354.306493506505,22.88246845059535,33354.306493506505,3.0,11.0,42.0,34.0,12.0,10.0,0
34,261657,26760,454.7137617749999,1.0144078144078135,0.37362637362637363,6.852941176470588,37.40196078431372,221.26470588235293,16362.564171122995,2.411764705882353,16362.564171122995,27.464431334602086,16362.564171122995,2.0,2.0,30.0,17.0,0.0,17.0,0
44,319747,32275,570.401264070833,2.3858363858363894,0.4835164835164835,10.045454545454545,133.85835095137426,242.45454545454547,23356.021141649053,1.9545454545454546,23356.021141649053,31.711973636870315,23356.021141649053,4.0,7.0,33.0,16.0,16.0,12.0,0
56,356765,51647,730.5241428458331,3.1948717948718044,0.6153846153846154,7.214285714285714,52.86233766233767,184.69642857142858,11112.687987012987,-6.803571428571429,11112.687987012987,22.40505837153622,11112.687987012987,3.0,7.0,46.0,23.0,33.0,0.0,0
30,176906,26964,380.7730902958333,1.6012210012209995,0.32967032967032966,6.366666666666666,33.96436781609195,225.76666666666668,19096.254022988505,2.033333333333333,19096.254022988505,21.189346957375104,19096.254022988505,2.0,2.0,26.0,0.0,30.0,0.0,0
29,209141,18268,363.5519859166667,1.6639804639804605,0.31868131868131866,8.758620689655173,69.97536945812809,268.7931034482759,55677.52709359606,1.896551724137931,55677.52709359606,36.523190215841225,55677.52709359606,3.0,3.0,23.0,0.0,0.0,29.0,0
61,504606,58012,899.4638008041666,4.956776556776555,0.6703296703296703,12.655737704918034,273.996174863388,213.0655737704918,16300.695628415298,13.081967213114755,16300.695628415298,28.25643600049229,16300.695628415298,4.0,15.0,42.0,20.0,19.0,22.0,0
58,490180,60645,862.1919334875001,6.811477411477385,0.6373626373626373,8.068965517241379,91.78463399879007,287.8103448275862,58912.647610405336,1.793103448275862,58912.647610405336,28.572227792858243,58912.647610405336,7.0,9.0,42.0,9.0,25.0,24.0,0
60,655000,52254,968.2945786583332,2.5159951159951124,0.6593406593406593,16.4,991.6000000000003,442.6,102345.3966101695,6.95,102345.3966101695,39.212522973183134,102345.3966101695,10.0,15.0,35.0,2.0,19.0,39.0,0
39,310834,34049,611.5028398291666,1.380952380952381,0.42857142857142855,9.974358974358974,102.92037786774628,348.97435897435895,64546.44669365721,2.4615384615384617,64546.44669365721,30.459027302145522,64546.44669365721,3.0,10.0,26.0,22.0,14.0,3.0,0
62,721384,55652,961.2536063416665,1.7528693528693529,0.6813186813186813,7.306451612903226,100.21602326811212,293.69354838709677,31529.33077736648,2.2580645161290325,31529.33077736648,36.41503369958602,31529.33077736648,12.0,8.0,42.0,0.0,60.0,2.0,0
32,315837,35510,489.9454043458332,1.3638583638583608,0.3516483516483517,6.90625,34.15221774193548,277.53125,35842.515120967735,4.15625,35842.515120967735,28.154835641146743,35842.515120967735,4.0,9.0,19.0,16.0,15.0,1.0,0
24,120886,21184,283.26880215833336,0.8407814407814421,0.26373626373626374,7.166666666666667,27.18840579710145,198.45833333333334,21918.954710144924,2.5416666666666665,21918.954710144924,20.33296598241871,21918.954710144924,0.0,1.0,23.0,23.0,1.0,0.0,0
31,121933,24379,326.61408649166674,2.538217338217338,0.34065934065934067,12.32258064516129,160.6924731182795,208.96774193548387,17262.832258064514,13.096774193548388,17262.832258064514,17.795893972045416,17262.832258064514,0.0,2.0,29.0,11.0,9.0,11.0,0
43,565429,41767,739.0530709333334,2.0297924297924386,0.4725274725274725,14.604651162790697,1541.2923588039864,410.8139534883721,49594.58361018825,-1.069767441860465,49594.58361018825,38.01068218275123,49594.58361018825,10.0,8.0,25.0,6.0,37.0,0.0,0
44,461986,43093,675.5422062458332,1.4525030525030518,0.4835164835164835,11.136363636363637,123.65539112050737,449.5681818181818,67417.04175475686,5.613636363636363,67417.04175475686,30.77163066928348,67417.04175475686,7.0,8.0,29.0,41.0,3.0,0.0,0
60,356632,51366,725.700414225,4.915995115995113,0.6593406593406593,13.0,896.0338983050848,226.96666666666667,22759.490395480214,4.633333333333334,22759.490395480214,24.15539609260205,22759.490395480214,2.0,8.0,50.0,35.0,23.0,2.0,0
145,1054805,123887,1899.9155875208337,7.7550671550671675,1.5934065934065933,12.524137931034483,414.417816091954,255.9241379310345,53349.3622605364,4.006896551724138,53349.3622605364,26.14432440409544,53349.3622605364,16.0,17.0,112.0,81.0,32.0,32.0,0
36,358386,32676,520.2528316833334,2.3084249084249,0.3956043956043956,13.055555555555555,386.6253968253968,441.8888888888889,71440.44444444445,-1.3888888888888888,71440.44444444445,36.75655066704874,71440.44444444445,4.0,13.0,19.0,14.0,16.0,6.0,0
55,695273,60218,929.4378455374999,1.1306471306471328,0.6043956043956044,16.327272727272728,1256.4464646464646,396.5272727272727,45146.99461279462,2.0727272727272728,45146.99461279462,35.20327231265629,45146.99461279462,11.0,14.0,30.0,14.0,38.0,3.0,0
37,295388,27878,482.5979220833332,2.866178266178265,0.4065934065934066,8.08108108108108,66.1876876876877,187.48648648648648,17130.42342342342,2.108108108108108,17130.42342342342,35.079521672866825,17130.42342342342,3.0,12.0,22.0,4.0,0.0,33.0,0
38,246642,38658,510.82347467499994,2.2236874236874327,0.4175824175824176,7.078947368421052,43.588193456614526,194.05263157894737,11274.375533428165,1.8421052631578947,11274.375533428165,21.562776311696506,11274.375533428165,2.0,6.0,30.0,18.0,20.0,0.0,0
40,261529,30458,467.40692433333334,3.293528693528696,0.43956043956043955,8.875,73.29166666666664,243.875,24255.394230769234,1.775,24255.394230769234,24.96865082790688,24255.394230769234,2.0,6.0,32.0,16.0,5.0,19.0,0
42,573207,43528,764.2255396333333,2.651282051282054,0.46153846153846156,13.80952380952381,158.98722415795586,625.8571428571429,86752.75958188152,-2.380952380952381,86752.75958188152,36.22355596325123,86752.75958188152,8.0,6.0,28.0,26.0,15.0,1.0,0
43,601813,47104,819.3415272416664,1.5186813186813193,0.4725274725274725,18.790697674418606,1933.169435215946,365.5813953488372,25229.582502768557,5.3023255813953485,25229.582502768557,42.13941217764658,25229.582502768557,12.0,11.0,20.0,10.0,26.0,7.0,0
47,494406,48308,726.8271890291664,3.1636141636141644,0.5164835164835165,9.638297872340425,124.32284921369106,370.0851063829787,159530.47086031453,9.106382978723405,159530.47086031453,30.060115885858504,159530.47086031453,6.0,12.0,29.0,10.0,31.0,6.0,0
191,819059,151692,2248.8559591291664,9.445665445665448,2.098901098901099,10.769633507853403,488.58875723339725,192.0366492146597,16133.109176081565,6.722513089005235,16133.109176081565,19.065156311196162,16133.109176081565,0.0,20.0,171.0,120.0,54.0,17.0,0
43,641947,47504,821.1704357750002,1.629792429792435,0.4725274725274725,17.976744186046513,1031.4042081949058,504.0,118250.04761904762,-3.6744186046511627,118250.04761904762,41.36955745226862,118250.04761904762,8.0,12.0,23.0,14.0,20.0,9.0,0
34,142319,26899,358.8237903416667,3.1699633699633796,0.37362637362637363,8.235294117647058,70.67023172905526,173.26470588235293,8983.715686274507,2.323529411764706,8983.715686274507,17.141730935843963,8983.715686274507,1.0,2.0,31.0,3.0,23.0,8.0,0
195,1097902,166083,2558.9284160125007,18.012698412698416,2.142857142857143,11.189743589743589,878.804017975152,171.00512820512822,18434.953581813366,11.774358974358975,18434.953581813366,21.617008389050337,18434.953581813366,10.0,17.0,168.0,96.0,65.0,34.0,0
55,398679,48564,725.7801537249999,4.0195360195360355,0.6043956043956044,13.50909090909091,245.18047138047135,397.8181818181818,119081.89225589222,3.1272727272727274,119081.89225589222,27.42333902649524,119081.89225589222,2.0,19.0,34.0,14.0,22.0,19.0,0
38,211148,29637,480.1755721666667,2.0236874236874325,0.4175824175824176,8.894736842105264,54.421052631578945,245.0,22736.59459459459,9.973684210526315,22736.59459459459,25.24172807398216,22736.59459459459,1.0,9.0,28.0,12.0,15.0,11.0,0
54,573320,52012,849.9014819500001,5.577289377289366,0.5934065934065934,7.907407407407407,111.36862334032145,497.0,44522.56603773583,3.462962962962963,44522.56603773583,37.64499716373264,44522.56603773583,7.0,20.0,27.0,28.0,25.0,1.0,0
47,334815,40521,588.35223475,1.6969474969475045,0.5164835164835165,6.9787234042553195,56.934320074005534,284.0851063829787,26487.47086031452,2.1914893617021276,26487.47086031452,26.944559639205423,26487.47086031452,3.0,7.0,37.0,20.0,23.0,4.0,0
45,201393,35098,503.40107302916664,3.1860805860805845,0.4945054945054945,5.4222222222222225,2.794949494949496,177.55555555555554,16146.025252525247,17.022222222222222,16146.025252525247,19.79582977224648,16146.025252525247,1.0,5.0,39.0,8.0,37.0,0.0,0
